1797,0
2597,0
1070,0
53,0
258,0
505,0
752,0
1837,1
1896,0
2321,1
1410,0
2904,0
2644,1
1389,0
1266,0
2467,1
1586,0
771,0
2717,0
2044,0
2601,1
1085,0
1594,1
1613,0
1325,1
2051,0
2709,0
2103,1
1745,0
1556,0
1557,0
1590,0
1163,0
963,0
2813,0
2366,0
398,0
584,0
948,0
704,0
431,0
292,0
145,0
2827,0
2034,1
1165,0
2,0
576,0
2225,0
339,0
1651,0
1474,0
925,0
265,0
376,1
1730,0
271,0
696,0
2881,1
244,0
2040,0
476,0
2028,0
2753,0
1716,0
1553,0
2699,0
2864,1
1786,0
1735,1
250,0
413,0
545,0
1193,0
738,0
310,0
893,1
1131,0
1449,0
2818,0
15,0
1811,0
721,0
1420,0
2550,0
981,0
1739,0
2451,0
2346,0
363,0
2497,0
182,0
985,1
2223,0
1194,0
1640,0
2274,1
1121,0
187,0
619,0
1497,0
1175,0
1936,0
2126,0
614,1
1466,0
1999,0
994,0
934,0
371,0
2460,0
2095,0
593,0
2136,0
726,0
826,0
687,0
2473,0
136,0
628,0
334,0
2501,1
2234,0
1109,0
1611,0
2614,0
710,0
1039,0
1748,0
1718,0
1924,1
2673,0
2441,0
1112,0
465,0
1223,0
1813,0
2875,0
2273,1
1508,0
1104,0
1847,0
338,0
1937,0
1780,0
2436,0
2719,0
2756,0
1559,0
2443,1
816,0
1067,0
274,0
2170,0
865,0
101,0
1501,0
2079,0
171,0
107,0
1729,0
1521,0
2895,0
2110,0
1815,0
2397,0
1872,0
2176,0
2468,0
2102,1
2724,0
712,0
72,0
1812,0
2195,0
2479,0
2796,1
481,0
2144,0
1530,1
2848,0
1514,0
2869,0
1490,0
1171,0
2375,0
2701,0
1962,0
2188,0
1911,1
405,0
757,0
2567,0
2114,0
1743,0
97,0
1333,0
2314,0
743,0
806,0
2685,0
1760,0
2421,0
1535,1
1909,0
1866,0
148,0
2749,0
1914,0
1766,0
1915,0
692,0
818,0
1386,0
2206,0
1920,0
1599,0
2286,0
2380,1
701,1
1742,0
2760,1
921,0
1424,0
905,0
454,0
2059,0
2229,0
1641,0
167,0
730,0
2798,1
1310,0
26,0
2683,0
1622,0
2030,0
1871,1
997,0
1176,0
1040,0
33,0
1677,0
2293,0
1379,0
41,0
2705,0
2118,1
2588,0
1831,0
2763,1
609,0
1132,1
28,0
441,0
1805,1
2090,0
493,0
1258,0
1301,0
2290,0
1382,0
1304,0
236,0
551,0
520,0
2414,0
1232,0
1138,0
720,0
735,0
2569,0
58,0
631,0
1181,1
2129,0
592,0
1303,0
1387,0
2533,0
2547,0
1713,0
939,0
2703,1
1249,0
904,0
1279,1
2582,0
2790,0
2057,0
2312,0
1897,0
1142,1
2306,1
706,0
2878,0
1022,0
745,0
1546,0
2282,0
2248,1
513,0
81,0
2577,1
1308,0
2417,0
914,0
1404,0
1647,0
2676,1
1108,0
150,0
2642,0
774,0
329,0
6,0
943,0
822,0
734,0
909,0
468,0
181,0
164,0
1966,1
451,0
490,1
1860,0
1143,0
1311,0
2168,1
1111,0
2768,0
1441,1
2167,0
2876,1
1627,0
1632,0
1074,0
1971,0
2211,0
2270,0
2189,0
2227,0
327,0
442,0
2196,0
2042,1
832,0
2299,0
2607,0
1414,0
1201,0
1499,0
2791,0
86,0
1403,0
2837,0
1481,0
777,0
1993,0
1666,0
54,0
2287,1
1287,0
1667,0
2504,0
2084,0
1701,0
1245,1
113,0
2721,1
987,1
501,0
2889,1
1009,0
1198,1
1394,1
589,0
768,0
17,0
1042,0
1447,0
2669,0
285,0
2555,0
428,0
1328,0
1809,0
669,0
31,0
1341,0
722,0
951,0
2218,0
214,0
989,0
1164,0
2707,0
326,1
560,0
1383,0
1724,0
1086,0
2256,0
341,0
1653,0
147,0
2409,0
2802,1
1107,0
848,0
966,0
1072,0
2386,1
155,0
665,0
661,0
1002,0
2266,0
2437,0
176,0
2570,0
1524,1
2732,1
1203,0
24,0
2725,0
1854,0
2037,1
2269,1
875,0
2611,0
938,1
2844,0
1552,1
346,0
2429,0
2880,0
2420,0
385,0
1829,0
2091,0
2430,0
2123,0
243,0
1987,0
1826,0
936,0
1689,0
2498,0
312,0
1459,0
2836,0
2032,0
1332,0
968,0
1454,0
660,0
935,0
370,0
566,0
1024,0
824,0
982,0
2351,0
2335,0
1645,0
2500,0
2171,1
2050,0
813,0
1792,0
1430,0
778,0
1749,0
1320,0
2816,0
2782,0
1052,0
2246,0
1013,0
1401,1
1822,1
2272,1
2415,0
2509,0
126,0
1997,0
2814,0
887,0
2379,1
1347,0
1007,0
355,0
1003,0
1483,0
682,0
827,0
1894,1
1964,1
1985,0
984,0
1233,0
2471,0
1978,0
140,0
217,0
2387,0
362,1
2580,0
345,0
2186,0
22,0
711,0
1157,0
1956,0
871,0
1941,1
1948,0
10,0
2340,1
2529,0
2738,1
1834,0
793,0
1315,0
754,0
626,0
94,0
1951,1
129,0
1708,0
843,0
323,0
2513,0
1928,1
1284,0
1671,0
2817,0
14,1
2183,0
947,0
215,0
1900,1
227,0
2320,0
1182,0
1932,0
805,0
2365,0
864,0
1865,0
1658,0
516,0
1545,0
1857,0
597,0
195,0
1277,0
288,0
950,0
2730,1
2477,0
2769,0
1120,0
2083,0
549,0
156,0
419,0
922,0
2350,1
477,0
2107,0
1692,0
2138,1
2774,0
1523,0
1471,0
553,0
1202,0
390,0
578,0
1669,0
2781,1
2127,0
2203,0
1970,0
2636,1
1639,0
820,0
2779,0
1006,0
1248,0
144,0
664,0
2576,1
142,0
2531,0
1046,0
1888,0
421,0
1660,0
1714,0
799,0
2309,0
615,0
1318,0
2020,0
295,0
401,0
88,0
2382,0
1772,0
2862,0
131,0
573,0
2077,0
77,0
1402,0
2892,0
2519,0
1188,0
724,0
1314,0
2764,0
1851,0
269,0
2221,0
2408,1
2268,0
2795,0
1372,0
1855,0
2666,1
917,0
1343,0
1319,0
2490,1
2785,0
2018,0
587,0
1953,0
2643,0
2897,0
375,0
1908,0
333,0
2177,1
2226,0
1979,0
2728,1
1604,0
1840,0
1118,0
2086,0
1442,0
2743,0
2066,0
1943,0
2187,0
2442,0
1342,0
320,0
1619,0
2370,1
1673,0
1942,0
260,0
2279,0
2039,0
689,0
901,0
2026,0
138,0
1917,0
1828,0
1573,0
319,0
653,0
2247,1
558,0
112,0
531,0
224,0
723,0
2527,0
2488,0
1433,1
2254,0
1458,0
2617,1
846,0
193,0
1464,1
946,0
2021,0
1629,0
117,0
645,0
1870,0
3,0
74,0
1755,0
467,0
5,0
1246,0
919,0
228,0
1063,1
242,0
2204,0
1160,0
2863,0
1526,0
1605,0
2700,0
2252,0
2464,0
1989,0
2606,0
1975,0
1761,0
1305,0
1541,0
622,0
2238,1
1493,1
110,0
1169,0
232,0
66,0
2623,0
2072,0
536,0
125,0
1254,0
2406,1
1976,0
2384,1
2251,0
2075,0
484,0
1654,1
2592,0
2659,0
2330,1
1774,0
918,0
1646,0
1026,0
1030,0
882,0
1335,0
2148,0
364,0
2125,1
27,0
473,0
525,0
725,0
55,0
638,0
302,0
2526,0
1276,0
2552,0
624,0
2055,0
1280,0
1049,0
336,0
47,0
106,0
1079,0
1144,0
2521,1
1836,0
1753,0
1101,0
1968,0
523,0
1428,0
2525,0
603,0
1489,1
2276,0
60,0
2665,1
671,1
92,0
666,0
1887,0
280,0
1719,0
359,0
899,0
1935,0
1994,0
2741,0
760,0
2158,0
2540,0
42,0
2173,1
204,0
1473,0
2100,0
68,0
1875,0
2304,0
137,0
796,0
2180,1
2128,0
758,1
541,1
1019,0
2213,0
165,0
248,0
1331,0
2017,0
446,0
1358,0
2145,0
1329,0
2821,1
2150,0
434,0
2122,0
577,0
2316,1
2657,1
1848,0
762,0
388,0
235,0
2523,1
1984,0
267,0
770,0
2165,0
437,0
673,0
249,0
2201,0
1574,0
2142,0
2081,0
2535,0
2486,0
2655,0
448,0
1469,1
716,0
2323,0
2765,0
2048,0
1901,0
1168,0
82,0
2348,0
1460,0
1893,1
1668,0
2000,0
475,0
517,0
404,0
384,0
2357,1
2152,0
1633,0
2772,1
688,0
1240,0
62,0
852,0
2667,1
2398,1
1262,0
223,0
2193,0
373,1
1824,1
2457,1
2780,0
2515,0
2600,0
9,0
1944,1
1838,0
708,0
255,0
1617,0
389,0
1581,1
924,0
2036,1
2328,1
1224,0
1946,0
739,0
40,0
868,0
539,0
2706,0
1371,0
1145,0
1031,0
372,0
667,0
357,0
967,0
1353,0
1035,0
470,0
1396,1
2538,0
1549,1
1256,0
2094,1
1555,0
2507,0
1250,0
1699,0
1252,0
2696,1
79,0
1172,0
814,0
1852,0
2220,0
2545,0
2105,0
133,1
1140,0
933,0
928,0
823,0
1531,0
1214,0
504,0
2873,0
1996,0
1958,0
1384,0
894,0
828,0
2831,0
1683,0
2492,0
2476,0
2434,0
652,0
172,0
38,0
2786,1
713,1
90,1
2865,0
1205,0
2503,0
1827,0
1155,0
1324,1
216,0
510,0
1680,0
499,0
2401,0
1856,0
1388,1
1519,1
2637,1
2076,1
1540,0
1217,0
1416,0
2217,1
2439,0
1676,0
1197,0
1542,0
953,0
750,0
234,0
732,0
2899,1
1156,0
2522,0
1209,0
1065,0
2156,0
1062,0
1167,1
1492,0
2396,1
884,0
143,0
2890,0
850,0
717,0
2757,1
264,0
75,0
395,0
2465,0
2224,0
2714,1
396,0
1365,0
2422,0
1903,0
595,0
2109,0
1296,0
1821,1
872,0
2822,0
2326,0
1548,0
36,0
2447,0
2143,1
2474,0
977,0
1571,0
1122,0
2239,1
1892,0
675,0
728,0
412,0
1516,1
1649,0
825,0
616,0
114,0
417,0
1625,0
2850,0
89,0
2082,0
753,0
1630,0
11,1
284,0
1066,0
1191,0
1440,0
2716,1
2715,0
2626,0
1568,0
2427,0
2495,0
1687,0
851,0
2207,1
895,0
496,0
2305,0
1782,0
335,0
515,0
1348,0
1015,0
2723,0
1781,0
1785,0
2070,0
356,0
2766,0
1312,0
1635,0
550,0
2388,0
2265,0
1227,0
2596,0
957,0
1773,0
2141,0
1008,0
1092,0
2590,1
996,0
1679,0
153,0
2698,0
580,0
1470,1
703,0
1212,0
896,0
487,0
559,0
1141,0
1119,0
512,0
633,0
2502,0
1664,0
1012,0
1931,0
1150,0
2720,0
116,0
740,0
2679,0
1974,0
1081,0
1810,0
830,0
119,0
656,0
2648,0
2608,0
2843,1
635,0
369,0
268,0
46,0
991,0
876,0
773,0
1219,0
1126,0
4,0
1595,1
2311,0
2491,0
1077,1
837,0
681,0
1715,0
2352,1
2361,0
2197,0
1148,1
574,0
50,0
853,1
1982,0
1823,0
833,0
1115,1
1166,0
2518,0
1906,0
971,1
399,0
2368,1
19,0
684,0
35,0
2744,0
524,0
2455,0
920,0
1841,0
1890,0
537,0
1705,0
2842,1
245,0
784,0
1409,1
2537,0
154,0
1686,0
625,0
2787,0
1346,0
569,1
1758,0
1816,0
2065,0
127,0
2885,0
2006,0
980,1
2882,0
190,0
1139,0
992,0
699,0
606,1
180,0
301,0
2544,0
2691,0
1060,0
2872,1
2789,1
2565,0
1069,0
2524,1
2205,0
1243,0
16,0
2888,1
546,0
658,0
2620,0
2651,0
1504,0
959,0
2331,1
797,0
225,0
2074,0
1799,1
2485,0
2871,0
2277,1
2085,0
1693,1
1045,0
469,0
954,0
2884,0
639,0
2694,0
1218,0
1158,0
1415,0
2629,1
1527,0
2832,0
1300,1
2778,1
1603,0
160,0
1704,0
956,0
2826,0
877,0
1919,0
1884,0
2200,0
98,0
2742,0
2557,0
253,0
103,0
1445,0
1443,0
1648,0
586,0
627,0
1696,0
2101,1
2199,0
403,0
1154,0
2255,0
1682,0
2056,0
2759,1
452,0
2301,0
1327,0
2049,0
880,0
2829,0
623,0
2393,0
2688,0
1787,0
262,0
1634,0
1438,0
2198,0
1969,0
2520,0
1802,0
640,0
2385,0
2598,0
2745,0
1959,0
488,0
1843,1
1734,0
146,0
1534,0
1986,0
1369,0
2450,0
2847,0
659,0
1794,0
2511,0
186,0
1147,0
608,0
2191,0
1930,1
197,0
2327,0
293,0
766,0
400,0
122,0
202,0
835,0
2294,0
1439,0
1733,0
1695,0
1707,0
2857,0
1153,0
1661,0
2432,1
1759,0
854,0
1589,0
2267,0
641,0
1,0
2160,0
698,0
1636,0
1291,0
2770,0
2489,0
1520,1
1853,0
1136,0
2809,0
1631,0
1998,0
663,0
683,0
1257,0
317,0
648,0
1434,0
1479,0
709,0
1282,0
1768,0
972,0
2675,1
2680,0
1306,0
1400,0
1408,0
2237,0
1496,0
2038,0
1529,0
1663,0
1354,0
2835,0
2855,0
1643,0
1051,0
795,0
2693,0
1597,0
2604,0
2729,0
2625,0
1819,0
1722,0
1183,0
2572,0
1059,0
540,0
1678,0
2799,1
2532,0
1757,0
1923,0
95,0
1020,0
563,0
863,0
1484,0
1881,0
1038,0
206,0
392,0
870,0
397,0
2793,0
1028,0
2690,0
1485,0
2660,1
960,0
1570,0
2773,1
1895,1
2731,1
2146,1
804,0
1751,1
2454,1
502,0
779,0
1863,0
200,0
2182,0
2088,0
2278,0
1796,0
378,0
2336,1
418,0
1698,1
391,0
2640,0
1522,0
1162,0
1495,0
2695,0
2027,0
1152,0
1367,0
2568,0
64,0
2062,0
1180,0
492,0
379,0
2235,0
763,0
2264,0
791,0
1076,0
878,0
337,0
2767,1
2343,0
1016,0
1275,0
455,0
815,0
2317,0
995,0
1981,0
201,0
161,0
1579,0
2777,0
2449,0
702,0
1500,0
1129,0
2613,0
1021,0
1585,0
1955,0
2253,0
34,0
775,0
2556,1
1478,0
1390,0
2139,0
1363,0
2612,0
2824,0
2041,0
241,0
2061,1
2363,0
600,1
2435,0
1297,0
2214,0
2068,0
646,0
1528,1
1267,0
1899,0
562,0
2734,0
189,0
1806,0
975,1
2747,0
2047,0
2558,0
1082,0
474,0
747,0
2300,1
21,1
459,0
1184,0
2324,0
955,1
1215,0
2433,0
2853,0
1515,0
2391,0
769,0
1685,0
130,0
2135,0
1482,1
330,0
1238,1
466,0
2169,1
1638,0
1095,0
1130,0
1294,0
860,0
